label,headline
0,"Trampam un viņa dēliem piešķirta ""mūžīga"" imunitāte esošajās nodokļu auditu lietās"
1,"Tramps ASV Kongresam pauž, ka karadarbība Irānā ir beigusies"
0,Tramps ASV ģenerālprokurora amatam nominē bijušo personīgo advokātu Blanšu
0,"Tramps aicinājis Sji palīdzēt apturēt karu Ukrainā, ziņo Ķīnas prese"
1,Tramps apšauba iespējas pieņemt Irānas ierosināto miera plānu
1,Tramps atkal draud: sola ieņemt Irānas Hārkas salu
1,"Tramps atkal pievēršas Ukrainai, bet Eiropā par to nepriecājas, ziņo ""Politico"""
0,Tramps atkārtoti sola 5000 ASV karavīru izvietošanu Polijā
1,Tramps atsakās no kontroles pār Kenedija centru Vašingtonā
0,Tramps devies vizītē uz Ķīnu
1,Tramps gatavojas noteikt 25% tarifu automašīnu importam no ES
1,Tramps izlūkošanas direktora amatā ieceļ nepieredzējušu sabiedroto
2,Tramps nav apmierināts ar Irānas jaunajiem priekšlikumiem
1,"Tramps norāda, ka ASV pavadīs Hormuza šaurumā iestrēgušos kuģus"
0,"Tramps noslēdzis ""fantastiskus tirdzniecības darījumus"" ar Sji"
0,Tramps pauž atbalstu Armēnijas premjeram vēlēšanās
1,"Tramps paziņo par ""lielisku vienošanos"" ar Irānu; Irāna nav pieņēmusi galīgo lēmumu (plkst. 6.45)"
0,Tramps paziņo par trīs dienu pamieru starp Ukrainu un Krieviju; Zelenskis to apstiprina (plkst. 22.09)
0,Tramps paziņo par vēl 5000 ASV karavīru nosūtīšanu uz Poliju
0,Tramps pieļauj vēl lielāku ASV karavīru skaita samazinājumu Vācijā
0,Tramps plāno atcelt benzīna nodokli
1,Tramps pēc Persijas līča valstu lūguma atsaucis triecienu Irānai
2,Tramps saspringtā telefonsarunā ar Netanjahu nosaucis Izraēlas līderi par traku
1,Tramps vēstulē Lietuvas prezidentam pateicas par gatavību palīdzēt Hormuza šaurumā
0,"Trampu Pekinā sagaida, izritinot sarkano paklāju (plkst.23.15)"
0,Tramvaja avārijā Berlīnē ievainoti 20 cilvēki
2,Trauksmes izziņošana tuvplānā. Kā pārtrauca Rēzeknes novada domes sēdi?
1,Traģiska autoavārija uz Vidzemes šosejas; satiksme atjaunota (plkst. 21.01)
1,Traģiska avārija Rēzeknes novadā prasījusi viena cilvēka dzīvību
1,Traģēdija Beļģijā: skolas mikroautobuss sadūries ar vilcienu
0,Trešdien debesis klās mākoņi
0,Trešdien spēkā pieņemsies vējš
0,Trešdien vietām gaidāms īslaicīgs lietus
0,Trešdiena būs vēsa – rīta pusē daudzviet līs
0,Trešdiena gaidāma vasarīgi silta
0,"Trešdiena lielākoties būs saulaina, vietām iespējams negaiss"
0,Trešdienas rīts daudzviet būs saulains; vakarpusē gaidāms negaiss
2,Triecieni Maskavai bija taisnīga atbilde
1,Triecienā Dņipro iznīcināta ANO humānā palīdzība
0,Triju Zvaigžņu ordenis piešķirts Maltas Ordeņa lielmestram
2,"Tropiskās naktis, Jāņi, bīstamā saule. Sinoptiķi par to, kādu vasaru gaidīt Latvijā?"
0,Trīs bojāgājušo Latvijas alpīnistu mirstīgās atliekas joprojām atrodas Denali kalnā
2,"Trīs premjeri, bet skaidrības nav. Kas zināms pēc partiju sarunām ar prezidentu"
1,Trīs sēdes nedēļā un mazāk komandējumu – Kulbergs iezīmē valdības darbu
1,Trūkumi LVM pārvaldībā un uzraudzībā – Valsts kontrole un ģenerālprokurors komentē revīziju
2,"Tu spēlē, Krievija vēro: datorspēļu vidi Maskava izmanto ""vienreizlietojamo aģentu"" vervēšanai"
1,"Turcijā aizdomās par saitēm ar ""Islāma valsti"" aiztur 324 cilvēkus"
1,"Turcijā uzbrucējs nošāvis sešus cilvēkus, vairāki ievainoti"
0,"Turpinās ""airBaltic"" biznesa plāna saskaņošana, pauž Martinovs"
0,Turpināsies otra Latgalē nokritušā drona meklējumi (plkst. 8.15)
0,Turpmāk valdība uz sēdēm sanāks biežāk
2,"Turpmāk ziņu avotus ""Google"" vari izvēlēties pats. Kā pievienot ""Delfi"" savam mediju sarakstam"
1,"Tuvākajā laikā vasarīgu karstumu Latvijā var negaidīt, prognozē sinoptiķi"
0,Tuvākajās dienās gaidāms lietus; pirms Jāņiem sola +30
1,"Tuvākajās dienās vasarīgu karstumu var negaidīt, prognozē sinoptiķi"
2,"Tuvākie gadi varētu nest ekstremālus laikapstākļus, brīdina klimata pētnieki"
0,Tīmeklī izplata attēlus ar it kā Smiltenes novadā nogāzušos dronu – policija lemj par kriminālprocesu
1,"Ugunsgrēku Rumbulā, iespējams, izraisīja kāda kopā ar būvgružiem izmesta elektroniskā komponente"
0,Ugunsgrēkā Augšdaugavas novadā dzīvību zaudējis cilvēks
0,Ugunsgrēkā Mārupē cietis cilvēks
0,Ugunsgrēkā Olaines novadā gājis bojā cilvēks
1,Ukraina aicina civiliedzīvotājus atstāt Krievijas okupētās teritorijas
0,Ukraina ar droniem uzbrukusi Maskavai
0,Ukraina atceļ ceļošanas ierobežojumus lielākajai daļai sieviešu civildienestā
0,Ukraina atvainojas Igaunijai par dronu incidentu
0,Ukraina cīnās ar nakts uzbrukuma sekām; Eiropas līderi pauž atbalstu
1,"Ukraina otro mēnesi pēc kārtas atguvusi vairāk teritorijas nekā okupējusi Krievija, liecina dati"
0,Ukraina pastiprinājusi drošības pasākumus Baltkrievijas pierobežā
1,"Ukraina tuvākajā nākotnē izolēs Krimu, apgalvo ukraiņu komandieris"
0,Ukraina un Kanāda sāks kopīgu dronu ražošanu
0,Ukraina veikusi triecienus naftas bāzei un terminālim okupētajā Krimā
1,"Ukrainai kritiski trūkst pretraķešu aizsardzības līdzekļu, Zelenskis brīdina Trampu"
1,"Ukrainas civilo upuru skaits maijā ir lielākais kopš 2022. gada aprīļa, paziņo ANO"
0,Ukrainas droni atkal uzbrukuši Tuapsei
1,Ukrainas droni nedrīkst apdraudēt NATO valstis
1,Ukrainas droni paralizējuši Volgogradas naftas rūpnīcas darbu; Krievija paātrina dronu ražošanu
1,Ukrainas droni tagad apdraud ceturto daļu Krievijas un 70 % tās iedzīvotāju
0,Ukrainas miera sarunām jāpāriet uz jaunu formātu
0,Ukrainas prezidenta kancelejas vadītājs atzinīgi vērtē pulkveža Meļņa virzīšanu ministra amatā
1,"Ukrainas situācija frontē izskatās labāk nekā līdz šim, vērtē Somijas prezidents"
0,"Ukrainas ārlietu ministrs apliecina – Latvijā ceturtdien nokrituši viņu droni, paziņo Braže"
2,"Ukrainas, Gruzijas vai Eiropas scenārijs? Kādēļ ES tagad steidz draudzēties ar Armēniju"
1,"Ukrainā izmēģināts drons, kas autonomi notriec krievu ""Shahed"""
0,"Ukrainā izstrādā raķeti, kurai jākļūst par lētu ""Patriot"" alternatīvu"
0,Ukrainā likvidēts trīs reizes ar Putinu ticies kalmiks
0,Ukraiņi Zaporižjas apgabalā ieņēmuši Stepnohorsku
0,Ukraiņi devuši triecienu vairākiem objektiem Krievijā
0,Ukraiņi uzbrukuši objektiem Krievijā; droni raidīti arī uz Ukrainu
0,Ukraiņi uzspridzina divus Krievijas helikopterus
1,"Ukraiņu bērnu nolaupītāji, ebreju kolonistu un ""Hamās"" – ES noteiks jaunas sankcijas"
1,Ukraiņu lidroboti svilina krievu naftas objektus Krasnodarā un Jaroslavļā
1,Ukraiņu ģenerālis: Nākamie seši mēneši būs pagrieziena punkts karalaukā
1,"Ungārija Ukrainai ieročus nepiegādās, pauž Maģars"
1,Ungārija pārtrauc bloķēt Eiropas Miera mehānismu
0,Ungārijas deputāti samazina savas algas
0,Ungārijas parlaments ievēl Maģaru premjerministra amatā
0,Ungārijas parlaments nobalso atsaukt izstāšanos no SKT
0,Ungārijas parlaments nobalso ierobežot premjera pilnvaru termiņu uz astoņiem gadiem
0,Ungārijas policija atļāvusi jūnijā Budapeštā rīkot praidu
0,"Ungārijas premjers nesmādē ""Škodu"" – Maģars izvēlēs krietni piezemētāks par Orbānu"
0,"Uz Jūrmalas šosejas ""Audi"" autovadītāja ietriekusies drošības barjerās"
0,Uz Viļņas apvedceļa notikusi masveida avārija ar septiņiem auto
0,Uz dienesta pārbaudes laiku atstādināta IZM IT departamenta direktore Zaļkalne
0,Uz kruīza kuģa Atlantijas okeānā aizdomas par hantavīrusa uzliesmojumu; miruši trīs cilvēki
0,"Uz laiku aptur ""SpaceX"" raķetes ""Starship"" izmēģinājuma lidojumus"
0,Uz vērienīgo gadatirgu Brīvdabas muzejā būs sabiedriskā transporta papildreisi
0,"Uz šo amatu nāku ar profesionālu misiju, saka aizsardzības ministra kandidāts Melnis"
1,"Uzbrukums Pečeru klosterim – noziegums pret kristīgo kultūru, uzskata Zelenskis; piedāvā Putinam tikšanos"
2,"Uzdevumam ""nogalināt"" visi nav gatavi. Kā NBS vērtē psihisko veselību"
0,Uzstādīs kapu plāksnes neidentificētiem bojāgājušiem robežšķērsotājiem
0,Uzturlīdzekļu nemaksātājam būs jāveic sabiedriskais darbs
0,"VDD neliedz ar ""Saskaņas centru"" saistītai biedrībai piketēt pie Ukrainas vēstniecības"
0,VDD rekomendē pārskatīt bīstamo objektu saraksta publisku pieejamību
0,VDI pērn konstatējusi 152 nereģistrēti nodarbinātus ārvalstniekus – divreiz vairāk nekā pērn
1,"VID varēs turpināt izmantot IRIS līdz brīdim, kad MURIS tiks nodots ekspluatācijā"
1,"VID ģenerāldirektore: Nepārdomāti pieņemto aizliegumu dēļ kontrabandas ceļā valstī ienāk ""ārprātīgi produkti"""
0,VIP zāle Rīgas lidostā – Kariņa lidojumu krimināllietā iztaujā pirmo liecinieci
1,VM nepiekrīt mediķu arodbiedrības pārmetumiem par nozares kritisko problēmu nerisināšanu
0,VM pārsūdz spriedumu par 123 000 eiro kompensāciju saistībā ar bērna nāvi Daugavpils slimnīcā
0,VNĪ paplašina atjaunojamo energoresursu pieejamību publiskā sektora iestādēm
0,"VNĪ trīs ēkām Rīgā, Ventspilī un Alūksnē kāpinās energoefektivitāti"
1,VP sāk kriminālprocesu par viltus ziņām par drona ietriekšanos vilcienā un mājā
0,VUGD amatpersonu prasa apsūdzēt par sveša finanšu instrumenta un maksāšanas līdzekļa nelikumīgu izmantošanu
0,VUGD pārbaudē Latvijā nenostrādāja viena trauksmes sirēna; šūnu apraides datus vēl pēta
0,VUGD saņēmis 19 izsaukumus par vēja nolauztiem kokiem
1,"Vai Latvija ""izaicinājusi Briseli"" migrācijas jautājumā"
2,Vai Meksikā ceļot ir droši? Piramīdu vilinājums un maiju civilizācijas neredzamā puse
2,Vai ar lāčiem iespējams sadzīvot un cīnīties?
2,Vai lieta būs jāskata vēlreiz? Senāts vērtē Stankeviču ģimenes lūgumu atjaunot tiesvedību par atņemto dzīvokli
1,"Vairums igauņu uzskata, ka iebrukuma gadījumā ir jāaizstāvas jebkuros apstākļos"
1,"Vairāk nekā 90% iedzīvotāju ikdienā izjūt finanšu stresu, liecina aptauja"
0,Vairākas pašvaldības plāno iegādāties trauksmes sirēnas
1,"Vairākas valstis bloķējušas NATO plānu sniegt Ukrainai papildu militāro palīdzību, ziņo laikraksts"
0,Vairāki gaļas tirgotāji vietu atraduši citos Centrāltirgus paviljonos; PVD apsekos atkārtoti
0,Vairāki kriminālprocesi par slimnīcu iepirkumiem saistīti ar vienu uzņēmumu
0,"Vairāki tūkstoši cilvēku Rīgas centrā piedalās praida gājienā ""Ceļš uz brīvību"""
0,Vairākās Rīgas apkaimēs drīzumā sāks brauktuvju un ietvju seguma atjaunošanu
0,Vairākās Rīgas ielās nosaka īslaicīgu autotransporta stāvēšanas aizliegumu
0,Valainis ar Rumānijas vēstnieku vienojas par ciešāku ekonomisko sadarbību
0,Valainis atstādina no amata ZM valsts sekretāru
1,"Valaiņa iecere atjaunot ""zelta vīzas"" sastop kritiku un neizpratni"
1,Valdība atbalsta Latvijas un Ukrainas vienošanos par sadarbību aizsardzības jomā
1,Valdība atbalstīs starptautiskus sporta pasākumus; bridža čempionātam par naudu būs jāpacīnas
2,"Valdība faktiski ir kritusi, atzīst ""Progresīvie"" un ZZS (plkst. 20.23)"
0,Valdība par EM priekšlikumu ilgāk saglabāt zemāku akcīzi dīzeļdegvielai lems pēc nedēļas
0,Valdībā darbu sāks ES fondu tematiskā komiteja
1,"Valkas novada pašvaldība nav izpildījusi valdības uzdevumus finanšu situācijas sakārtošanai, norāda FM"
0,Valmierā ugunsgrēka dēļ no dzīvojamās mājas evakuēti 30 cilvēki
1,Valsts asinsdonoru centrs aicina ziedot – asins krājumi ir kritiski zemi
1,"Valsts ekonomika ir rezistenta pret ārējiem izaicinājumiem, uzsver finanšu ministrs"
0,Valsts kontrole vērsusies prokuratūrā par nopludināto Ogres revīziju
0,"Valsts labā konfiscē 2,7 miljonus eiro un trīs dzīvokļus Rīgā (plkst. 14.42)"
0,"Valsts labā konfiscēti vairāk nekā 2,7 miljoni eiro un trīs nekustamie īpašumi"
0,Valsts policija meklē bezvēsts prombūtnē esošo nepilngadīgo Timuru Arhipovu
0,Valsts policija sākusi kriminālprocesu par būvgružu ugunsgrēku Rumbulā*
0,"Valsts policijas saimei pievienojušies divi jauni ""kolēģi"""
0,Valsts prezidents Rīgas pilī ticies ar represētajiem
0,Valsts prezidents Rīgas pilī tikās ar Maltas Ordeņa lielmestru
1,Valsts prezidents aicina sargāt Latvijas brīvību ik dienu
0,Valsts prezidents pasniedz Latvijas valsts augstākos apbalvojumus
0,Valsts prezidents sestdien atkārtoti tiksies ar Saeimas frakciju pārstāvjiem
0,Valsts prezidents un Rēzeknes mērs rosina dalīt oranžā līmeņa šūnapraides brīdinājumus divās daļās
1,Valsts prezidents: Mūsu likteni lemj mūsu attieksme vienam pret otru un pret Latviju ikdienā
0,Valsts segs farmaceita pakalpojuma maksu lētākajām recepšu zālēm
1,"Varētu būt īstais laiks profesionāļa virzīšanai uz aizsardzības ministra amatu, pieļauj Rinkēvičs"
0,Vecuma pensijas vidējais apmērs aprīlī – gandrīz 686 eiro
0,Velomaratona dēļ Pļaviņu apkārtnē iespējami īslaicīgi satiksmes ierobežojumi
0,Ventspilī noplūst metanols; apdraudējums iedzīvotājiem nepastāv
1,"Ventspilī pirmoreiz notiks jauniešu demokrātijas un sarunu festivāls ""Bāka"""
1,Ventspilī zādzības laikā dzīvokļa iemītniece notver zagli
0,Veselības pārbaudēs atklāj neregulāru zāļu lietošanu un novēlotu vēršanos pie ārstiem
1,Vidzemē BMW apdzen līkumā un pēc tam pats gandrīz iebrauc grāvī
1,Viena no pasaules mazākajām valstīm grib mainīt savu nosaukumu
2,Viena roka uzrauga otru? Aizdomīgā Tīmekļvietņu vienotās platformas tapšana
2,Vienmēr ir blakus: dienesta suņi iemūžināti svētku jūtīs
1,"Vienošanos ar Irānu nevajag sasteigt, brīdina Tramps"
1,"Vienošanās ar Irānu joprojām ir iespējama, norāda Rubio"
1,"Vienošanās ar Irānu paredz kodolinspekciju atsākšanu, skaidro Venss"
1,"Vienošanās joprojām nav panākta, bet Irānai nāksies samaksāt, draud Tramps"
2,Viens iedzīvotājs gadā rada ap 400 kilogramiem atkritumu; aicina vairāk šķirot
0,Vietām Rīgā veidojas lielāki sastrēgumi
0,Vietām Vidzemē un Latgalē vēl saglabājas negaisa iespējamība
0,Viltojumu dēļ ES apģērbu nozare ik gadu zaudē aptuveni 12 miljardus eiro
2,Viss iespējamais esot atrasts – NBS noslēdz drona atlūzu meklēšanu Drīdža ezerā
1,"Visticamāk, pārvērtēs 112 sistēmas uzlabojumu izmaksas, vēsta raidījums"
0,"Visu būtisko vēlēšanu sistēmu piegāde plānota līdz jūnija beigām, informē VDAA"
0,Visā Latvijā pārbaudītas trauksmes sirēnas un nosūtīts šūnu apraides paziņojums
2,Vuška voi škierzlots? Cik daudz tu zini par Latgali un saproti latgaliski?
0,Vāc parakstus par diennakts neatliekamās palīdzības atjaunošanu Rīgas 1. slimnīcā
0,"Vāc parakstus, lai Rīgas 1. slimnīcā atjaunotu diennakts neatliekamo palīdzību"
0,Vācija un Nīderlande izveidos NATO komandcentru Baltijas valstīm
0,"Vācija, Francija un Lielbritānija plāno Putina iesaistīšanu sarunās, ziņo ""Bloomberg"""
1,Vācijā konfiscēts kokaīns 500 miljonu eiro vērtībā
0,Vācijā policija nošāvusi izbēgušu tīģeri
0,Vēja parkiem plāno noteikt skaidrākus trokšņa un mirgošanas ierobežojumus
0,Vējš nogāzis kokus un sabojājis voljēru – Līgatnē aizbēgušas lapsas
0,Vējš plosa Latviju – VUGD 117 izsaukumi uz postījumu likvidēšanas darbiem
1,"Vīrieti apsūdz par 70 000 eiro izkrāpšanu, solot remontdarbus"
1,Vīrietim par seksuālu vardarbību pret savu meitu un mazmeitu – 20 gadus ilgs cietumsods
1,Vīrietis ar bērnu uz kvadracikla bēg no policijas Bauskā
1,Vīrietis draudējis nogalināt bijušo partneri un biedējis viņas dēlu
0,ZM iesniegtās sūdzības dēļ Valsts kontrole šonedēļ nepubliskos LVM pārvaldības revīziju
0,ZM neiesniedza FM izvērtēšanai atbalsta pasākumus kokrūpniekiem
0,ZZS premjera amata kandidāts rudenī gaidāmajās vēlēšanās būs Valainis
0,ZZS vēlas zemkopības ministra amatu; Kulbergs vēl atturas dalīt amatus
0,Zaga datus un izspieda naudu – ASV latvietim piespriež cietumsodu
1,Zelenska kancelejas bijušais vadītājs Jermaks apsūdzēts naudas atmazgāšanā
0,Zelenskis apstiprina gatavību miera sarunām; Bulgārija plāno pārtraukt ieroču piegādes Ukrainai
1,Zelenskis atklātā vēstulē Putinam piedāvā tiešas sarunas
0,Zelenskis ieradies Bahreinā
0,Zelenskis rosina slēgt divpusējus dronu līgumus ar Eiropas valstīm
0,Zelenskis ticies ar Fico pirms premjera 9. maija brauciena uz Maskavu
1,"Zelenskis uzdevis censties izbeigt karu pēc iespējas ātrāk, uzsver Kirilo Budanovs"
0,Zelenskis uzdod gatavot atbildi uz krievu masīvajiem triecieniem
0,"Zemessargi un karavīri Vidzemē dosies ""Zemitāna maršā"""
0,"Zemo cenu grozā vidēji piemērotā atlaide ir 31,35%"
0,"Zemo emisiju zonas ieviešanas plāns nav apturēts, saka Kleinbergs"
0,Ziemeļkoreja karā Ukrainā brangi nopelnījusi
0,Zināmi aprīļa lielāko algu saņēmēji Saeimā
0,"Zināms Kulberga iespējamais valdības sastāvs, ziņo LTV"
0,"Ziņas par ukraiņu drona nokrišanu uz vilciena Latvijā nav patiesas, vēsta VP un brīdina par kriminālatbildību (plkst. 17.18)"
2,"Ziņu ""hat-trick"" – Kulbergs, hokejs un Eirovīzija. Kurš uzvarēja?"
0,"Zviedrija nodos Ukrainai 16 iznīcinātājus ""Gripen""; vēl 20 pārdos"
1,"Zviedrijas iznīcinātāji ""JAS 39 Gripen"" virs Rīgas"
2,"jaunajā valdībā nevajadzētu strādāt personām, kuru pārraudzītās jomās sākti kriminālprocesi"
1,"sabiedrība no jaunās valdības gaida daudz, bet visu uzreiz paveikt nevarēs"
1,«Ātro kredītu» uzraudzības reforma iestrēgst valdības gaiteņos
0,Āboliņš atstāj NEPLP vadītāja amatu un iesaistās politikā
0,Ādažos ar videonovērošanas kameru vienam vadītājam fiksē trīs pārkāpumus
0,"Ādažu pagastā deg meža zemsedze un, iespējams, arī kūla"
0,"Āris Jansons: Armēnijā zaudēja Maskava, apmierināti Turcijā un Azerbaidžānā"
2,Āris Jansons: Kas Eiropas vārdā runās ar Putinu?
2,"Āris Jansons: Tramps nav Romas pāvests, pāvests nav Tramps"
0,Ārlietu ministrija izsaka protestu Krievijai par šorīt Latgalē notikušo dronu incidentu
0,"Ārsti atsaka sievietei izņemt olvadus; iesaistās tiesībsardze, ziņo radio"
0,"Ārsti prasa vienkāršot invaliditātes piešķiršanas procesu, LM ātru risinājumu nesola, vēsta radio"
0,"Čehova teātris atlīdzinājis ""Biļešu paradīzei"" 17 610 eiro par pārtrauktu konkursu"
1,"Četru valstu līderi vienojas par nosacījumiem, kas jāievēro, lai panāktu ""taisnīgu un ilgstošu"" vienošanos par kara ar Krieviju izbeigšanu"
1,Četrus mēnešus pēc sprādziena Bauskas ielas nama iemītniekus ielaiž dzīvokļos
1,"Čevers pieprasīja, policija izdarīja, Pauls pateica paldies: 90. gadu kriminālhronikas kuriozs Jaņa Rozentāla dēļ"
1,"Čonharas tilts uz Krimu ir sagrauts, bet okupanti to noklusē, paziņo Kovalenko"
1,Čulkovas iebildumu dēļ Saeima neskata aicinājumu noteikt minimālo militāro atbalstu Ukrainai no NATO sabiedrotajiem
2,"Ēdiens eksaminētājiem, dāvana skolotājam. Cik maksā bērna izlaidums?"
0,Ētikas komisija vērtēs deputātu konfliktu Rīgas domes Īpašumu komitejā
0,"Ģenerālprokuratūra publisko notikumu hronoloģiju ""kokrūpnieku"" lietā"
0,Īlons Masks kļuvis par pasaulē pirmo triljonāru
0,"Īslaicīga patvēruma vietu Rīgā ir vairāk, nekā oficiāli ziņots, saka Ozola"
0,Īslīces pagastā auto uzbrauc gājējai; viņa zaudē dzīvību
1,Ķīna slepeni apmācījusi Krievijas karavīrus
1,Ķīnas prezidents brīdina Trampu: Taivānas jautājums var novest pie konfliktiem
0,"Šajā sezonā miris 51 gripas pacients, liecina SPKC dati"
0,Šlesers kā nepatiesu un godu aizskarošu atsauc Langas nodēvēšanu par čekas aģenti
0,"Šobrīd nav priekšnosacījumu olu cenu kritumam, pauž uzņēmējs"
0,Šobrīd steidzami nepieciešamas vairāku asinsgrupu asinis; lūdz atsaukties donorus
0,Šogad 355 Latvijas vidusskolu absolventi saņems simtgades stipendiju
0,Šogad Narvā sāks būvēt Igaunijas bruņoto spēku bāzi
0,Šonakt Daugavpilī pārtrauks tramvaju kustību
0,Šonakt Imantas apkaimē būvdarbu laikā iespējams paaugstināts trokšņa līmenis
1,Šorīt Latvijā ielidojušo dronu izcelsme joprojām nav zināma; iespējami atkārtoti incidenti (plkst. 12.50)
0,Šovasar pabeigs trīs jaunus velomaršrutus starp Rīgu un Pierīgu
0,Šūnu apraide naktī iedarbināta vairāku pie Latvijas robežas fiksētu dronu dēļ
